"mandato","estado","nm_municipio","domestic_homicides","all_homicides"
2000,"11","ALTO ALEGRE DOS PARECIS",1,1
2000,"11","ALVORADA DOESTE",1,1
2000,"11","ARIQUEMES",4,16
2000,"11","BURITIS",2,8
2000,"11","CACOAL",4,6
2000,"11","CANDEIAS DO JAMARI",1,1
2000,"11","ITAPUA DO OESTE",1,1
2000,"11","JARU",1,4
2000,"11","JIPARANA",6,7
2000,"11","NOVA BRASILANDIA DOESTE",1,1
2000,"11","NOVA MAMORE",1,1
2000,"11","NOVA UNIAO",1,1
2000,"11","OURO PRETO DO OESTE",1,4
2000,"11","PORTO VELHO",18,61
2000,"11","PRESIDENTE MEDICI",1,2
2000,"11","ROLIM DE MOURA",2,4
2000,"11","SERINGUEIRAS",1,1
2000,"11","VILHENA",2,8
2000,"12","PLACIDO DE CASTRO",1,3
2000,"12","RIO BRANCO",13,33
2000,"12","XAPURI",1,2
2000,"13","BARCELOS",1,1
2000,"13","IPIXUNA",1,1
2000,"13","ITACOATIARA",2,2
2000,"13","MANACAPURU",1,2
2000,"13","MANAUS",19,102
2000,"13","MARAA",1,1
2000,"13","NHAMUNDA",1,1
2000,"13","PRESIDENTE FIGUEIREDO",1,2
2000,"13","URUCARA",2,2
2000,"14","ALTO ALEGRE",1,1
2000,"14","AMAJARI",1,1
2000,"14","BOA VISTA",4,18
2000,"14","CARACARAI",1,2
2000,"14","SAO LUIZ",1,1
2000,"15","AGUA AZUL DO NORTE",1,3
2000,"15","ALMEIRIM",1,3
2000,"15","ANANINDEUA",3,10
2000,"15","BARCARENA",1,2
2000,"15","BELEM",16,81
2000,"15","BENEVIDES",1,1
2000,"15","BRASIL NOVO",1,1
2000,"15","BREJO GRANDE DO ARAGUAIA",1,2
2000,"15","BREU BRANCO",1,2
2000,"15","BREVES",1,1
2000,"15","CAPITAO POCO",1,1
2000,"15","CASTANHAL",2,3
2000,"15","CONCEICAO DO ARAGUAIA",1,1
2000,"15","CURIONOPOLIS",1,1
2000,"15","CURRALINHO",1,2
2000,"15","GOIANESIA DO PARA",1,3
2000,"15","JACUNDA",3,4
2000,"15","MARABA",7,22
2000,"15","MEDICILANDIA",2,3
2000,"15","NOVO PROGRESSO",2,3
2000,"15","NOVO REPARTIMENTO",3,6
2000,"15","OURILANDIA DO NORTE",1,3
2000,"15","PARAUAPEBAS",5,12
2000,"15","REDENCAO",1,2
2000,"15","RONDON DO PARA",1,5
2000,"15","SAO DOMINGOS DO ARAGUAIA",1,1
2000,"15","SAO FELIX DO XINGU",2,5
2000,"15","SAO GERALDO DO ARAGUAIA",2,6
2000,"15","SAPUCAIA",1,2
2000,"15","TAILANDIA",6,13
2000,"15","TUCUMA",3,4
2000,"15","TUCURUI",1,6
2000,"15","ULIANOPOLIS",1,1
2000,"16","FERREIRA GOMES",1,1
2000,"16","MACAPA",6,33
2000,"16","SANTANA",4,9
2000,"17","ALMAS",1,1
2000,"17","ALVORADA",1,1
2000,"17","ARAGUAINA",1,8
2000,"17","ARRAIAS",1,1
2000,"17","CRISTALANDIA",1,2
2000,"17","LAGOA DA CONFUSAO",1,1
2000,"17","NAZARE",1,1
2000,"17","NOVA OLINDA",2,3
2000,"17","PALMAS",7,11
2000,"17","PARAISO DO TOCANTINS",1,3
2000,"17","PORTO NACIONAL",2,3
2000,"17","PUGMIL",1,1
2000,"17","SAO VALERIO",1,1
2000,"17","XAMBIOA",2,2
2000,"21","ACAILANDIA",1,3
2000,"21","ARARI",1,1
2000,"21","BARREIRINHAS",1,1
2000,"21","BOM JESUS DAS SELVAS",1,1
2000,"21","BURITI",1,1
2000,"21","BURITICUPU",1,1
2000,"21","CAROLINA",1,1
2000,"21","CAXIAS",2,3
2000,"21","CODO",1,2
2000,"21","ESTREITO",1,1
2000,"21","GOVERNADOR EUGENIO BARROS",1,1
2000,"21","GRAJAU",2,5
2000,"21","IMPERATRIZ",1,9
2000,"21","ITINGA DO MARANHAO",1,2
2000,"21","MAGALHAES DE ALMEIDA",2,2
2000,"21","OLHO DAGUA DAS CUNHAS",2,2
2000,"21","PACO DO LUMIAR",2,4
2000,"21","PERITORO",1,1
2000,"21","PINDAREMIRIM",2,2
2000,"21","SAO JOSE DE RIBAMAR",4,4
2000,"21","SAO LUIS",14,52
2000,"21","SAO ROBERTO",1,1
2000,"21","SENADOR ALEXANDRE COSTA",1,1
2000,"21","TIMBIRAS",1,1
2000,"21","TIMON",3,3
2000,"21","TURILANDIA",1,1
2000,"22","ALTO LONGA",1,2
2000,"22","AVELINO LOPES",1,1
2000,"22","BARRAS",1,1
2000,"22","BARRO DURO",1,1
2000,"22","BOM JESUS",1,1
2000,"22","CAMPINAS DO PIAUI",1,2
2000,"22","COCAL",1,1
2000,"22","DEMERVAL LOBAO",1,1
2000,"22","FLORIANO",2,2
2000,"22","FRANCISCO MACEDO",1,1
2000,"22","FRANCISCO SANTOS",1,1
2000,"22","GUADALUPE",1,1
2000,"22","INHUMA",1,2
2000,"22","MANOEL EMIDIO",1,1
2000,"22","MIGUEL ALVES",1,1
2000,"22","PARNAGUA",1,1
2000,"22","PARNAIBA",1,3
2000,"22","PEDRO II",1,1
2000,"22","PIO IX",1,2
2000,"22","PIRACURUCA",1,1
2000,"22","REDENCAO DO GURGUEIA",1,1
2000,"22","SAO RAIMUNDO NONATO",1,2
2000,"22","SIMOES",1,1
2000,"22","TAMBORIL DO PIAUI",1,1
2000,"22","TERESINA",9,42
2000,"22","UNIAO",1,1
2000,"23","AIUABA",1,1
2000,"23","ARARENDA",1,1
2000,"23","ARARIPE",2,3
2000,"23","ARATUBA",1,1
2000,"23","BOA VIAGEM",4,4
2000,"23","BREJO SANTO",1,2
2000,"23","CAMPOS SALES",1,2
2000,"23","CANINDE",3,5
2000,"23","CASCAVEL",1,3
2000,"23","CAUCAIA",1,14
2000,"23","CRATEUS",1,4
2000,"23","FORQUILHA",1,2
2000,"23","FORTALEZA",28,134
2000,"23","GRANJA",1,1
2000,"23","IBARETAMA",1,1
2000,"23","IPUEIRAS",1,1
2000,"23","ITAPAJE",1,2
2000,"23","ITAPIUNA",1,1
2000,"23","ITATIRA",1,1
2000,"23","JAGUARIBARA",1,2
2000,"23","JAGUARUANA",1,2
2000,"23","JUAZEIRO DO NORTE",3,11
2000,"23","LAVRAS DA MANGABEIRA",1,3
2000,"23","MADALENA",1,2
2000,"23","MARACANAU",4,8
2000,"23","MARANGUAPE",1,3
2000,"23","MISSAO VELHA",1,3
2000,"23","MORRINHOS",1,1
2000,"23","NOVO ORIENTE",1,2
2000,"23","OCARA",1,1
2000,"23","PINDORETAMA",1,1
2000,"23","QUIXADA",1,6
2000,"23","QUIXERAMOBIM",1,1
2000,"23","QUIXERE",1,1
2000,"23","RUSSAS",2,4
2000,"23","SAO JOAO DO JAGUARIBE",2,2
2000,"23","SOBRAL",4,6
2000,"23","TABULEIRO DO NORTE",2,2
2000,"23","TAMBORIL",1,1
2000,"23","TARRAFAS",1,1
2000,"23","TIANGUA",1,2
2000,"23","UBAJARA",1,2
2000,"23","VARZEA ALEGRE",1,1
2000,"23","VICOSA DO CEARA",1,2
2000,"24","ACU",1,1
2000,"24","APODI",1,3
2000,"24","ARES",1,1
2000,"24","BARAUNA",1,1
2000,"24","CAICO",1,4
2000,"24","CARAUBAS",2,2
2000,"24","CERRO CORA",1,2
2000,"24","CRUZETA",1,1
2000,"24","MACAIBA",1,1
2000,"24","MONTANHAS",1,1
2000,"24","MOSSORO",6,15
2000,"24","NATAL",2,20
2000,"24","NISIA FLORESTA",1,1
2000,"24","NOVA CRUZ",1,1
2000,"24","PARNAMIRIM",1,3
2000,"24","RIACHO DE SANTANA",1,1
2000,"24","SANTA CRUZ",1,1
2000,"24","SAO FRANCISCO DO OESTE",1,1
2000,"24","TIBAU DO SUL",1,1
2000,"25","ALAGOA GRANDE",1,1
2000,"25","ALAGOA NOVA",1,1
2000,"25","ARARUNA",1,1
2000,"25","BAYEUX",1,3
2000,"25","BREJO DO CRUZ",1,2
2000,"25","CAAPORA",2,5
2000,"25","CABEDELO",1,5
2000,"25","CAMPINA GRANDE",2,23
2000,"25","CATOLE DO ROCHA",1,1
2000,"25","ESPERANCA",1,2
2000,"25","GUARABIRA",1,2
2000,"25","JOAO PESSOA",7,56
2000,"25","MASSARANDUBA",1,1
2000,"25","MONTEIRO",1,1
2000,"25","PATOS",1,7
2000,"25","SANTA RITA",4,10
2000,"25","SAO JOAO DO RIO DO PEIXE",1,1
2000,"25","SOUSA",1,2
2000,"25","TEIXEIRA",1,2
2000,"26","ABREU E LIMA",4,13
2000,"26","AGUAS BELAS",1,1
2000,"26","ALTINHO",1,1
2000,"26","AMARAJI",1,2
2000,"26","ARACOIABA",1,1
2000,"26","ARARIPINA",2,6
2000,"26","ARCOVERDE",1,4
2000,"26","BARREIROS",1,3
2000,"26","BELEM DO SAO FRANCISCO",1,1
2000,"26","BELO JARDIM",3,7
2000,"26","BEZERROS",1,4
2000,"26","BODOCO",2,2
2000,"26","BOM JARDIM",1,1
2000,"26","BONITO",2,3
2000,"26","BUENOS AIRES",1,2
2000,"26","CABO DE SANTO AGOSTINHO",2,19
2000,"26","CAMARAGIBE",3,10
2000,"26","CAMUTANGA",1,1
2000,"26","CANHOTINHO",2,2
2000,"26","CAPOEIRAS",1,2
2000,"26","CARPINA",3,5
2000,"26","CARUARU",9,39
2000,"26","CATENDE",1,1
2000,"26","CHA DE ALEGRIA",1,1
2000,"26","CHA GRANDE",1,2
2000,"26","CONDADO",1,2
2000,"26","CORRENTES",2,2
2000,"26","CUPIRA",2,3
2000,"26","ESCADA",3,4
2000,"26","EXU",4,4
2000,"26","FERREIROS",1,2
2000,"26","FLORES",1,1
2000,"26","FLORESTA",1,5
2000,"26","GARANHUNS",5,15
2000,"26","GLORIA DO GOITA",1,1
2000,"26","GOIANA",3,12
2000,"26","GRAVATA",3,6
2000,"26","IBIMIRIM",1,2
2000,"26","IBIRAJUBA",1,1
2000,"26","ILHA DE ITAMARACA",2,3
2000,"26","ITACURUBA",1,1
2000,"26","ITAMBE",1,2
2000,"26","ITAQUITINGA",1,1
2000,"26","JABOATAO DOS GUARARAPES",21,89
2000,"26","JOAQUIM NABUCO",1,2
2000,"26","JUCATI",1,1
2000,"26","JUREMA",2,2
2000,"26","LAGOA GRANDE",1,2
2000,"26","LAJEDO",2,2
2000,"26","LIMOEIRO",1,3
2000,"26","MOREILANDIA",1,1
2000,"26","MORENO",1,2
2000,"26","NAZARE DA MATA",1,2
2000,"26","OLINDA",12,48
2000,"26","PALMARES",1,3
2000,"26","PARNAMIRIM",1,1
2000,"26","PASSIRA",3,3
2000,"26","PAULISTA",6,32
2000,"26","PEDRA",1,1
2000,"26","PESQUEIRA",5,5
2000,"26","PETROLANDIA",1,1
2000,"26","PETROLINA",4,38
2000,"26","RECIFE",39,265
2000,"26","SALGUEIRO",1,5
2000,"26","SANTA CRUZ DO CAPIBARIBE",1,3
2000,"26","SANTA MARIA DA BOA VISTA",2,6
2000,"26","SAO BENTO DO UNA",1,2
2000,"26","SAO CAITANO",1,4
2000,"26","SAO JOAQUIM DO MONTE",2,2
2000,"26","SAO JOSE DO BELMONTE",3,5
2000,"26","SAO LOURENCO DA MATA",3,14
2000,"26","SAO VICENTE FERRER",1,1
2000,"26","SERRA TALHADA",5,8
2000,"26","SIRINHAEM",3,6
2000,"26","SURUBIM",2,3
2000,"26","TAMANDARE",2,4
2000,"26","TIMBAUBA",3,4
2000,"26","TRACUNHAEM",1,1
2000,"26","TRINDADE",1,4
2000,"26","TUPARETAMA",1,2
2000,"26","VENTUROSA",1,1
2000,"26","VERTENTES",1,1
2000,"26","VICENCIA",1,2
2000,"26","VITORIA DE SANTO ANTAO",3,10
2000,"27","AGUA BRANCA",1,1
2000,"27","ATALAIA",2,3
2000,"27","CAMPO ALEGRE",1,2
2000,"27","CAMPO GRANDE",1,1
2000,"27","COLONIA LEOPOLDINA",1,2
2000,"27","DELMIRO GOUVEIA",4,4
2000,"27","DOIS RIACHOS",1,2
2000,"27","ESTRELA DE ALAGOAS",1,1
2000,"27","IBATEGUARA",1,1
2000,"27","LIMOEIRO DE ANADIA",1,1
2000,"27","MACEIO",22,96
2000,"27","MAJOR ISIDORO",1,3
2000,"27","MARECHAL DEODORO",1,2
2000,"27","MARIBONDO",2,4
2000,"27","MATA GRANDE",2,2
2000,"27","MATRIZ DE CAMARAGIBE",1,2
2000,"27","MESSIAS",1,1
2000,"27","MURICI",5,5
2000,"27","OLHO DAGUA DAS FLORES",1,1
2000,"27","PAO DE ACUCAR",1,2
2000,"27","PARIPUEIRA",1,1
2000,"27","PENEDO",1,5
2000,"27","PIACABUCU",1,3
2000,"27","PILAR",1,2
2000,"27","PIRANHAS",1,2
2000,"27","POCO DAS TRINCHEIRAS",1,1
2000,"27","PORTO CALVO",1,1
2000,"27","QUEBRANGULO",1,1
2000,"27","SANTANA DO IPANEMA",2,2
2000,"27","SAO MIGUEL DOS CAMPOS",1,6
2000,"27","TAQUARANA",1,1
2000,"27","TEOTONIO VILELA",2,5
2000,"27","TRAIPU",1,2
2000,"28","AQUIDABA",1,1
2000,"28","ARACAJU",7,51
2000,"28","CANINDE DE SAO FRANCISCO",1,2
2000,"28","CAPELA",1,2
2000,"28","ESTANCIA",1,4
2000,"28","ITABAIANA",2,5
2000,"28","JAPOATA",1,1
2000,"28","LAGARTO",1,2
2000,"28","MACAMBIRA",1,1
2000,"28","MARUIM",2,2
2000,"28","NOSSA SENHORA DO SOCORRO",4,9
2000,"28","SALGADO",1,1
2000,"28","SAO CRISTOVAO",2,4
2000,"28","TOBIAS BARRETO",1,3
2000,"29","ALAGOINHAS",2,3
2000,"29","ANTONIO CARDOSO",1,1
2000,"29","ARACAS",1,1
2000,"29","BARRA DA ESTIVA",2,2
2000,"29","BARRA DO CHOCA",1,1
2000,"29","BARRO PRETO",1,1
2000,"29","BOA NOVA",1,1
2000,"29","BUERAREMA",1,1
2000,"29","CAMACARI",2,11
2000,"29","CANAVIEIRAS",1,1
2000,"29","CANDEIAS",1,2
2000,"29","CANUDOS",2,2
2000,"29","CAPIM GROSSO",2,2
2000,"29","CASA NOVA",1,4
2000,"29","CATU",3,3
2000,"29","CONDE",1,1
2000,"29","CORACAO DE MARIA",1,1
2000,"29","CURACA",1,3
2000,"29","DARIO MEIRA",1,1
2000,"29","DIAS DAVILA",1,3
2000,"29","ENTRE RIOS",2,5
2000,"29","EUNAPOLIS",1,2
2000,"29","FEIRA DE SANTANA",2,6
2000,"29","GANDU",1,1
2000,"29","GUARATINGA",1,2
2000,"29","IBICARAI",1,1
2000,"29","IBICUI",1,1
2000,"29","ILHEUS",2,8
2000,"29","IPUPIARA",1,1
2000,"29","IRECE",1,4
2000,"29","ITABUNA",2,19
2000,"29","ITAJUIPE",2,2
2000,"29","ITAPETINGA",1,1
2000,"29","ITORORO",1,1
2000,"29","JACOBINA",1,3
2000,"29","JEQUIE",2,5
2000,"29","JUAZEIRO",4,18
2000,"29","JUSSARA",1,1
2000,"29","LAPAO",1,1
2000,"29","MANOEL VITORINO",1,2
2000,"29","MASCOTE",1,3
2000,"29","MATA DE SAO JOAO",2,3
2000,"29","MUCURI",1,4
2000,"29","NILO PECANHA",1,1
2000,"29","NOVA VICOSA",1,2
2000,"29","OLINDINA",1,1
2000,"29","PAULO AFONSO",3,4
2000,"29","PINDAI",1,1
2000,"29","PLANALTINO",1,1
2000,"29","PORTO SEGURO",1,6
2000,"29","QUEIMADAS",1,1
2000,"29","RIBEIRA DO POMBAL",1,1
2000,"29","RIO REAL",2,3
2000,"29","RODELAS",1,1
2000,"29","SALVADOR",16,121
2000,"29","SANTA BARBARA",1,1
2000,"29","SAUDE",1,1
2000,"29","SENTO SE",1,1
2000,"29","SIMOES FILHO",1,6
2000,"29","SOBRADINHO",1,2
2000,"29","SOUTO SOARES",1,1
2000,"29","TEIXEIRA DE FREITAS",1,6
2000,"29","UBAITABA",1,1
2000,"29","UBATA",1,2
2000,"29","UNA",1,4
2000,"29","UTINGA",1,1
2000,"29","VALENCA",1,2
2000,"29","VARZEA DO POCO",1,1
2000,"29","VITORIA DA CONQUISTA",3,19
2000,"31","ABAETE",1,1
2000,"31","AGUA BOA",1,1
2000,"31","ALTEROSA",1,2
2000,"31","ALVINOPOLIS",2,2
2000,"31","ARACUAI",1,2
2000,"31","ARAGUARI",3,9
2000,"31","ARAXA",1,1
2000,"31","BAMBUI",1,2
2000,"31","BARAO DE MONTE ALTO",1,1
2000,"31","BARBACENA",2,4
2000,"31","BELO HORIZONTE",44,268
2000,"31","BELO ORIENTE",1,2
2000,"31","BETIM",11,45
2000,"31","BIAS FORTES",1,1
2000,"31","BOA ESPERANCA",2,2
2000,"31","BOCAIUVA",3,4
2000,"31","BURITIZEIRO",2,3
2000,"31","CAMPANARIO",1,1
2000,"31","CAMPESTRE",1,2
2000,"31","CAMPOS GERAIS",2,2
2000,"31","CANAPOLIS",1,1
2000,"31","CAPUTIRA",1,1
2000,"31","CARATINGA",1,8
2000,"31","CARMO DA CACHOEIRA",1,1
2000,"31","CASSIA",1,1
2000,"31","CATAGUASES",1,1
2000,"31","CAXAMBU",1,2
2000,"31","COMERCINHO",1,2
2000,"31","CONCEICAO DO PARA",1,1
2000,"31","CONGONHAS",2,3
2000,"31","CONTAGEM",23,77
2000,"31","COQUEIRAL",1,1
2000,"31","CORINTO",1,1
2000,"31","COROMANDEL",2,2
2000,"31","CORREGO DANTA",1,1
2000,"31","CRUZILIA",1,3
2000,"31","CURVELO",1,1
2000,"31","DIVINOPOLIS",1,4
2000,"31","DOM JOAQUIM",1,1
2000,"31","DORES DO TURVO",2,2
2000,"31","ENGENHEIRO NAVARRO",1,1
2000,"31","ESMERALDAS",1,3
2000,"31","ESPIRITO SANTO DO DOURADO",1,1
2000,"31","FORMIGA",1,1
2000,"31","FRANCISCO SA",1,1
2000,"31","FRUTAL",3,9
2000,"31","GOVERNADOR VALADARES",9,24
2000,"31","GUAPE",1,1
2000,"31","IBIA",1,2
2000,"31","IBIRITE",6,18
2000,"31","IGARAPE",2,2
2000,"31","INIMUTABA",1,1
2000,"31","IPABA",1,1
2000,"31","IPATINGA",4,11
2000,"31","IPUIUNA",1,1
2000,"31","ITACARAMBI",1,1
2000,"31","ITAMBACURI",1,1
2000,"31","ITUIUTABA",6,8
2000,"31","JAIBA",1,2
2000,"31","JANAUBA",1,3
2000,"31","JEQUERI",1,1
2000,"31","JEQUITAI",1,1
2000,"31","JOAO MONLEVADE",1,1
2000,"31","JUATUBA",1,1
2000,"31","JUIZ DE FORA",4,8
2000,"31","LAGOA DA PRATA",1,2
2000,"31","LAGOA FORMOSA",3,3
2000,"31","LAGOA GRANDE",1,1
2000,"31","LAGOA SANTA",2,2
2000,"31","LAJINHA",1,2
2000,"31","LAVRAS",2,5
2000,"31","LEOPOLDINA",1,1
2000,"31","MALACACHETA",1,1
2000,"31","MANGA",1,3
2000,"31","MARAVILHAS",1,1
2000,"31","MARTINHO CAMPOS",1,3
2000,"31","MATOZINHOS",1,2
2000,"31","MINAS NOVAS",1,2
2000,"31","MONSENHOR PAULO",1,1
2000,"31","MONTE CARMELO",4,5
2000,"31","MONTES CLAROS",3,8
2000,"31","MURIAE",1,1
2000,"31","MUTUM",2,2
2000,"31","NINHEIRA",1,1
2000,"31","NOVA LIMA",1,9
2000,"31","NOVA MODICA",1,1
2000,"31","NOVA SERRANA",2,3
2000,"31","NOVO CRUZEIRO",1,3
2000,"31","OURO VERDE DE MINAS",1,1
2000,"31","PARA DE MINAS",1,1
2000,"31","PARACATU",2,4
2000,"31","PATOS DE MINAS",4,12
2000,"31","PATROCINIO",2,3
2000,"31","PIRAPORA",1,5
2000,"31","POMPEU",3,3
2000,"31","PONTE NOVA",4,9
2000,"31","PRESIDENTE OLEGARIO",2,2
2000,"31","RAUL SOARES",1,2
2000,"31","RESPLENDOR",1,1
2000,"31","RIBEIRAO DAS NEVES",14,39
2000,"31","RIO ACIMA",1,1
2000,"31","RIO PARANAIBA",1,2
2000,"31","RIO VERMELHO",1,1
2000,"31","SABARA",1,5
2000,"31","SABINOPOLIS",1,1
2000,"31","SANTA BARBARA",1,1
2000,"31","SANTA BARBARA DO MONTE VERDE",1,1
2000,"31","SANTA LUZIA",5,19
2000,"31","SANTA MARGARIDA",1,2
2000,"31","SANTA RITA DE JACUTINGA",1,1
2000,"31","SAO GOTARDO",1,2
2000,"31","SAO JOAO DO MANHUACU",1,1
2000,"31","SAO SEBASTIAO DO ANTA",1,1
2000,"31","SENADOR CORTES",1,1
2000,"31","SIMONESIA",1,1
2000,"31","TARUMIRIM",1,1
2000,"31","TEIXEIRAS",1,1
2000,"31","TEOFILO OTONI",3,18
2000,"31","TOCANTINS",1,1
2000,"31","TOMBOS",1,1
2000,"31","TRES CORACOES",1,3
2000,"31","TUPACIGUARA",1,1
2000,"31","UBA",2,2
2000,"31","UBERABA",8,19
2000,"31","UBERLANDIA",9,34
2000,"31","URUANA DE MINAS",1,1
2000,"31","VARGINHA",1,4
2000,"31","VARZEA DA PALMA",1,1
2000,"31","VERDELANDIA",1,1
2000,"31","VESPASIANO",4,9
2000,"32","AFONSO CLAUDIO",1,8
2000,"32","ARACRUZ",2,5
2000,"32","BAIXO GUANDU",1,2
2000,"32","BARRA DE SAO FRANCISCO",1,4
2000,"32","CACHOEIRO DE ITAPEMIRIM",1,10
2000,"32","CARIACICA",19,52
2000,"32","COLATINA",4,10
2000,"32","CONCEICAO DA BARRA",2,5
2000,"32","GUARAPARI",1,10
2000,"32","IBATIBA",2,5
2000,"32","IBIRACU",1,1
2000,"32","JAGUARE",4,4
2000,"32","LARANJA DA TERRA",1,2
2000,"32","LINHARES",3,16
2000,"32","MANTENOPOLIS",1,1
2000,"32","MARATAIZES",1,2
2000,"32","MARECHAL FLORIANO",2,4
2000,"32","PANCAS",1,1
2000,"32","PEDRO CANARIO",1,1
2000,"32","RIO NOVO DO SUL",1,1
2000,"32","SANTA LEOPOLDINA",1,3
2000,"32","SAO MATEUS",4,11
2000,"32","SERRA",26,128
2000,"32","SOORETAMA",1,2
2000,"32","VIANA",2,5
2000,"32","VILA VELHA",11,49
2000,"32","VITORIA",9,65
2000,"33","ANGRA DOS REIS",6,21
2000,"33","ARARUAMA",3,10
2000,"33","ARMACAO DOS BUZIOS",2,2
2000,"33","ARRAIAL DO CABO",1,4
2000,"33","BARRA DO PIRAI",3,8
2000,"33","BARRA MANSA",1,11
2000,"33","BELFORD ROXO",15,51
2000,"33","BOM JARDIM",2,2
2000,"33","CABO FRIO",3,16
2000,"33","CAMPOS DOS GOYTACAZES",6,29
2000,"33","CANTAGALO",2,2
2000,"33","CONCEICAO DE MACABU",1,3
2000,"33","DUQUE DE CAXIAS",15,83
2000,"33","GUAPIMIRIM",5,9
2000,"33","IGUABA GRANDE",1,1
2000,"33","ITABORAI",8,41
2000,"33","ITAGUAI",4,19
2000,"33","ITAPERUNA",2,5
2000,"33","JAPERI",3,13
2000,"33","MACAE",12,31
2000,"33","MAGE",5,12
2000,"33","MANGARATIBA",2,2
2000,"33","MARICA",2,10
2000,"33","MESQUITA",4,14
2000,"33","MIGUEL PEREIRA",2,6
2000,"33","MIRACEMA",1,1
2000,"33","NILOPOLIS",6,18
2000,"33","NITEROI",7,57
2000,"33","NOVA FRIBURGO",4,18
2000,"33","NOVA IGUACU",20,112
2000,"33","PARACAMBI",2,4
2000,"33","PARAIBA DO SUL",1,1
2000,"33","PETROPOLIS",6,15
2000,"33","PIRAI",1,1
2000,"33","PORCIUNCULA",1,2
2000,"33","QUEIMADOS",4,26
2000,"33","RIO CLARO",2,2
2000,"33","RIO DAS OSTRAS",2,8
2000,"33","RIO DE JANEIRO",57,525
2000,"33","SAO FRANCISCO DE ITABAPOANA",2,3
2000,"33","SAO GONCALO",12,56
2000,"33","SAO JOAO DE MERITI",7,30
2000,"33","SAQUAREMA",3,9
2000,"33","SEROPEDICA",2,9
2000,"33","SILVA JARDIM",2,5
2000,"33","TANGUA",4,5
2000,"33","TERESOPOLIS",4,9
2000,"33","TRES RIOS",2,5
2000,"33","VALENCA",2,4
2000,"33","VOLTA REDONDA",4,25
2000,"35","AGUAS DE LINDOIA",1,3
2000,"35","ALVINLANDIA",1,1
2000,"35","AMERICANA",2,2
2000,"35","ANGATUBA",1,1
2000,"35","APIAI",1,1
2000,"35","ARACATUBA",6,11
2000,"35","ARARAQUARA",3,16
2000,"35","ARARAS",1,5
2000,"35","ARCOIRIS",1,1
2000,"35","ARUJA",2,10
2000,"35","ASSIS",3,8
2000,"35","ATIBAIA",2,4
2000,"35","AVANHANDAVA",1,1
2000,"35","BANANAL",1,1
2000,"35","BARRA DO TURVO",1,1
2000,"35","BARRETOS",2,4
2000,"35","BARUERI",3,17
2000,"35","BATATAIS",2,2
2000,"35","BAURU",5,13
2000,"35","BIRIGUI",2,4
2000,"35","BOCAINA",1,1
2000,"35","BOITUVA",2,2
2000,"35","BOTUCATU",1,8
2000,"35","BRAGANCA PAULISTA",1,3
2000,"35","CABREUVA",1,2
2000,"35","CAJAMAR",1,4
2000,"35","CAMPINAS",20,118
2000,"35","CAMPO LIMPO PAULISTA",1,4
2000,"35","CAPIVARI",1,3
2000,"35","CARAGUATATUBA",3,12
2000,"35","CARAPICUIBA",5,28
2000,"35","CATANDUVA",2,4
2000,"35","CERQUILHO",1,1
2000,"35","CLEMENTINA",1,1
2000,"35","CONCHAS",1,1
2000,"35","COSMOPOLIS",2,7
2000,"35","COTIA",1,23
2000,"35","CUBATAO",1,12
2000,"35","DIADEMA",8,49
2000,"35","DOBRADA",2,4
2000,"35","ECHAPORA",2,3
2000,"35","EMBU DAS ARTES",6,32
2000,"35","ESPIRITO SANTO DO PINHAL",1,2
2000,"35","ESTRELA DO NORTE",1,1
2000,"35","FERNANDOPOLIS",1,2
2000,"35","FERRAZ DE VASCONCELOS",4,9
2000,"35","FRANCA",3,7
2000,"35","FRANCISCO MORATO",2,8
2000,"35","FRANCO DA ROCHA",1,7
2000,"35","GUAPIACU",1,1
2000,"35","GUARACI",1,1
2000,"35","GUARATINGUETA",3,4
2000,"35","GUARIBA",1,1
2000,"35","GUARUJA",2,20
2000,"35","GUARULHOS",34,128
2000,"35","HERCULANDIA",1,2
2000,"35","HORTOLANDIA",8,16
2000,"35","IBIUNA",3,7
2000,"35","INDAIATUBA",3,8
2000,"35","INDIANA",1,1
2000,"35","IPERO",1,1
2000,"35","IRACEMAPOLIS",2,2
2000,"35","ITAI",2,3
2000,"35","ITANHAEM",1,3
2000,"35","ITAPECERICA DA SERRA",4,34
2000,"35","ITAPETININGA",4,8
2000,"35","ITAPEVA",2,2
2000,"35","ITAPEVI",2,16
2000,"35","ITAPIRA",1,1
2000,"35","ITAPORANGA",1,1
2000,"35","ITAQUAQUECETUBA",8,15
2000,"35","ITARARE",2,3
2000,"35","ITATIBA",3,5
2000,"35","ITU",4,12
2000,"35","ITUPEVA",1,1
2000,"35","JABOTICABAL",2,4
2000,"35","JACAREI",2,20
2000,"35","JAGUARIUNA",2,3
2000,"35","JANDIRA",2,9
2000,"35","JUNDIAI",1,11
2000,"35","JUQUIA",1,1
2000,"35","LEME",4,5
2000,"35","LIMEIRA",3,15
2000,"35","LUCELIA",1,1
2000,"35","MAIRINQUE",1,3
2000,"35","MAIRIPORA",4,9
2000,"35","MARILIA",3,8
2000,"35","MARTINOPOLIS",1,1
2000,"35","MATAO",1,1
2000,"35","MAUA",10,40
2000,"35","MIGUELOPOLIS",1,3
2000,"35","MIRANDOPOLIS",2,2
2000,"35","MIRASSOL",1,1
2000,"35","MOGI DAS CRUZES",4,17
2000,"35","MOGI GUACU",1,5
2000,"35","MOGI MIRIM",1,3
