"mandato","estado","nm_municipio","domestic_homicides","all_homicides"
2008,"41","IPIRANGA",1,1
2008,"41","IPORA",1,1
2008,"41","IRATI",1,1
2008,"41","IRETAMA",2,3
2008,"41","ITAPERUCU",1,5
2008,"41","IVAIPORA",1,3
2008,"41","JACAREZINHO",1,1
2008,"41","JAGUAPITA",1,2
2008,"41","JAGUARIAIVA",1,2
2008,"41","JAPIRA",1,1
2008,"41","JATAIZINHO",1,3
2008,"41","JESUITAS",1,2
2008,"41","LARANJEIRAS DO SUL",1,4
2008,"41","LOANDA",1,1
2008,"41","LONDRINA",9,37
2008,"41","LUIZIANA",1,1
2008,"41","MAMBORE",2,2
2008,"41","MARECHAL CANDIDO RONDON",1,3
2008,"41","MARIA HELENA",1,1
2008,"41","MARINGA",5,19
2008,"41","MARMELEIRO",1,1
2008,"41","MARQUINHO",1,1
2008,"41","MEDIANEIRA",1,1
2008,"41","MISSAL",1,2
2008,"41","NOVA AURORA",1,1
2008,"41","NOVA SANTA BARBARA",1,1
2008,"41","PALMAS",3,4
2008,"41","PALOTINA",1,2
2008,"41","PARAISO DO NORTE",1,1
2008,"41","PARANACITY",1,1
2008,"41","PARANAGUA",3,10
2008,"41","PARANAVAI",2,4
2008,"41","PATO BRANCO",4,8
2008,"41","PINHAIS",8,27
2008,"41","PINHALAO",1,1
2008,"41","PIRAI DO SUL",1,2
2008,"41","PIRAQUARA",7,18
2008,"41","PITANGA",2,2
2008,"41","PONTA GROSSA",6,21
2008,"41","PRUDENTOPOLIS",1,3
2008,"41","QUERENCIA DO NORTE",1,2
2008,"41","REBOUCAS",1,1
2008,"41","RESERVA",1,4
2008,"41","RIBEIRAO DO PINHAL",1,2
2008,"41","RIO AZUL",1,1
2008,"41","RIO BRANCO DO SUL",1,3
2008,"41","ROLANDIA",3,6
2008,"41","RONCADOR",1,1
2008,"41","SABAUDIA",1,1
2008,"41","SANTA HELENA",2,4
2008,"41","SANTA LUCIA",1,1
2008,"41","SANTA TEREZA DO OESTE",2,2
2008,"41","SANTO ANTONIO DA PLATINA",2,2
2008,"41","SAO JOAO DO IVAI",1,1
2008,"41","SAO JORGE DOESTE",1,1
2008,"41","SAO JOSE DOS PINHAIS",12,51
2008,"41","SAO MIGUEL DO IGUACU",2,6
2008,"41","SAO TOME",1,1
2008,"41","SARANDI",6,13
2008,"41","TAMBOARA",1,1
2008,"41","TOLEDO",2,11
2008,"41","TURVO",1,2
2008,"41","VIRMOND",1,1
2008,"41","VITORINO",1,1
2008,"42","ALFREDO WAGNER",2,2
2008,"42","ANITA GARIBALDI",1,1
2008,"42","ARARANGUA",2,2
2008,"42","ARMAZEM",1,1
2008,"42","ASCURRA",1,1
2008,"42","BALNEARIO CAMBORIU",3,7
2008,"42","BANDEIRANTE",1,1
2008,"42","BENEDITO NOVO",1,1
2008,"42","BIGUACU",2,2
2008,"42","BLUMENAU",2,10
2008,"42","BRUSQUE",1,2
2008,"42","CACADOR",3,6
2008,"42","CAMBORIU",3,5
2008,"42","CAMPOS NOVOS",2,4
2008,"42","CANOINHAS",1,3
2008,"42","CAPINZAL",1,3
2008,"42","CATANDUVAS",1,2
2008,"42","CERRO NEGRO",1,1
2008,"42","CHAPECO",5,16
2008,"42","CONCORDIA",1,2
2008,"42","CORREIA PINTO",1,1
2008,"42","CRICIUMA",2,18
2008,"42","DIONISIO CERQUEIRA",2,2
2008,"42","FLORIANOPOLIS",8,22
2008,"42","FRAIBURGO",1,2
2008,"42","GASPAR",2,3
2008,"42","GUARAMIRIM",2,3
2008,"42","ICARA",1,2
2008,"42","IPUMIRIM",1,1
2008,"42","IRACEMINHA",1,1
2008,"42","ITAJAI",3,15
2008,"42","JACINTO MACHADO",1,1
2008,"42","JARAGUA DO SUL",5,7
2008,"42","JOACABA",1,3
2008,"42","JOINVILLE",10,31
2008,"42","LAGES",7,12
2008,"42","LUIZ ALVES",1,1
2008,"42","MASSARANDUBA",1,2
2008,"42","MELEIRO",1,1
2008,"42","NAVEGANTES",1,2
2008,"42","PAPANDUVA",1,2
2008,"42","PASSO DE TORRES",1,1
2008,"42","PENHA",1,1
2008,"42","PERITIBA",1,1
2008,"42","PONTE SERRADA",1,1
2008,"42","PORTO BELO",1,4
2008,"42","PRESIDENTE GETULIO",1,1
2008,"42","ROMELANDIA",1,1
2008,"42","SALETE",1,1
2008,"42","SANTA TEREZINHA DO PROGRESSO",1,1
2008,"42","SANTO AMARO DA IMPERATRIZ",1,1
2008,"42","SAO FRANCISCO DO SUL",1,4
2008,"42","SAO JOSE",6,15
2008,"42","SAO LOURENCO DO OESTE",1,2
2008,"42","TIJUCAS",3,5
2008,"42","VIDEIRA",1,3
2008,"42","XANXERE",2,4
2008,"43","AGUDO",2,2
2008,"43","ALEGRETE",4,4
2008,"43","ALEGRIA",2,2
2008,"43","ALPESTRE",2,2
2008,"43","ALVORADA",4,17
2008,"43","ARROIO DO TIGRE",2,2
2008,"43","BALNEARIO PINHAL",2,5
2008,"43","BARAO",1,1
2008,"43","BARRACAO",1,1
2008,"43","BARROS CASSAL",1,2
2008,"43","BENTO GONCALVES",3,4
2008,"43","BUTIA",1,1
2008,"43","CACAPAVA DO SUL",2,3
2008,"43","CACHOEIRINHA",1,6
2008,"43","CAMAQUA",1,4
2008,"43","CAMPO BOM",1,3
2008,"43","CANGUCU",1,4
2008,"43","CANOAS",7,32
2008,"43","CARAZINHO",1,4
2008,"43","CASEIROS",1,1
2008,"43","CAXIAS DO SUL",13,33
2008,"43","CERRITO",1,2
2008,"43","CERRO GRANDE DO SUL",1,2
2008,"43","CIDREIRA",2,3
2008,"43","CONSTANTINA",1,1
2008,"43","CORONEL BICACO",1,2
2008,"43","CRUZEIRO DO SUL",1,1
2008,"43","DERRUBADAS",1,1
2008,"43","DOM FELICIANO",1,1
2008,"43","DOM PEDRITO",1,3
2008,"43","ENTREIJUIS",1,1
2008,"43","ERECHIM",2,7
2008,"43","ERVAL SECO",1,1
2008,"43","ESTACAO",1,1
2008,"43","ESTANCIA VELHA",1,1
2008,"43","FARROUPILHA",2,5
2008,"43","FAXINAL DO SOTURNO",1,2
2008,"43","FORTALEZA DOS VALOS",1,1
2008,"43","GARIBALDI",2,3
2008,"43","GRAMADO XAVIER",1,1
2008,"43","GRAVATAI",2,20
2008,"43","GUAIBA",2,14
2008,"43","GUAPORE",2,4
2008,"43","IBIRAPUITA",1,1
2008,"43","IJUI",1,3
2008,"43","IMBE",1,2
2008,"43","ITAQUI",1,3
2008,"43","JAQUIRANA",1,1
2008,"43","JULIO DE CASTILHOS",1,1
2008,"43","LAJEADO",1,5
2008,"43","MATO CASTELHANO",1,1
2008,"43","MONTENEGRO",2,7
2008,"43","MOSTARDAS",2,2
2008,"43","NONOAI",1,2
2008,"43","NOVA PRATA",1,1
2008,"43","NOVO HAMBURGO",8,27
2008,"43","NOVO XINGU",1,1
2008,"43","OSORIO",2,4
2008,"43","PALMEIRA DAS MISSOES",1,1
2008,"43","PAROBE",2,4
2008,"43","PASSO FUNDO",2,13
2008,"43","PELOTAS",7,12
2008,"43","PINHEIRO MACHADO",1,1
2008,"43","PORTAO",1,1
2008,"43","PORTO ALEGRE",26,152
2008,"43","RIO GRANDE",1,8
2008,"43","ROLANTE",1,2
2008,"43","SALTO DO JACUI",1,2
2008,"43","SANTA BARBARA DO SUL",1,1
2008,"43","SANTA CRUZ DO SUL",5,9
2008,"43","SANTA MARIA",4,11
2008,"43","SANTA ROSA",1,6
2008,"43","SANTANA DA BOA VISTA",1,1
2008,"43","SANTANA DO LIVRAMENTO",3,6
2008,"43","SANTIAGO",2,3
2008,"43","SANTO ANTONIO DAS MISSOES",2,2
2008,"43","SAO JORGE",1,1
2008,"43","SAO LEOPOLDO",9,24
2008,"43","SAO LUIZ GONZAGA",1,3
2008,"43","SAPIRANGA",1,4
2008,"43","SEBERI",2,2
2008,"43","SEGREDO",1,1
2008,"43","SERTAO",1,1
2008,"43","SOBRADINHO",3,3
2008,"43","SOLEDADE",1,3
2008,"43","TAQUARA",2,7
2008,"43","TAQUARI",1,2
2008,"43","TORRES",1,2
2008,"43","TRAMANDAI",2,7
2008,"43","TRES DE MAIO",1,2
2008,"43","TRES PASSOS",1,1
2008,"43","TUPANCIRETA",1,1
2008,"43","URUGUAIANA",2,5
2008,"43","VACARIA",1,3
2008,"43","VALE DO SOL",2,2
2008,"43","VENANCIO AIRES",1,1
2008,"43","VERA CRUZ",1,1
2008,"43","VIAMAO",7,17
2008,"50","AMAMBAI",1,7
2008,"50","ANTONIO JOAO",1,2
2008,"50","APARECIDA DO TABOADO",1,3
2008,"50","BATAGUASSU",1,2
2008,"50","BATAYPORA",2,2
2008,"50","BELA VISTA",3,6
2008,"50","CAARAPO",1,2
2008,"50","CAMAPUA",2,3
2008,"50","CAMPO GRANDE",18,61
2008,"50","CASSILANDIA",1,2
2008,"50","CORONEL SAPUCAIA",1,2
2008,"50","CORUMBA",2,9
2008,"50","COSTA RICA",2,2
2008,"50","COXIM",2,2
2008,"50","DOURADOS",5,20
2008,"50","ELDORADO",1,1
2008,"50","FATIMA DO SUL",1,1
2008,"50","GUIA LOPES DA LAGUNA",1,1
2008,"50","IGUATEMI",2,2
2008,"50","ITAPORA",1,2
2008,"50","JAPORA",1,1
2008,"50","MIRANDA",1,2
2008,"50","NAVIRAI",4,6
2008,"50","NIOAQUE",1,2
2008,"50","NOVA ANDRADINA",2,4
2008,"50","PARANAIBA",3,3
2008,"50","PARANHOS",1,1
2008,"50","PONTA PORA",7,12
2008,"50","PORTO MURTINHO",2,3
2008,"50","RIBAS DO RIO PARDO",2,2
2008,"50","RIO BRILHANTE",1,4
2008,"50","SAO GABRIEL DO OESTE",1,3
2008,"50","SETE QUEDAS",1,2
2008,"50","SIDROLANDIA",2,2
2008,"50","SONORA",1,2
2008,"50","TRES LAGOAS",8,14
2008,"51","ALTA FLORESTA",1,3
2008,"51","ALTO ARAGUAIA",2,5
2008,"51","ARAPUTANGA",1,2
2008,"51","ARENAPOLIS",3,4
2008,"51","BARRA DO BUGRES",1,1
2008,"51","BARRA DO GARCAS",4,7
2008,"51","BRASNORTE",1,2
2008,"51","CACERES",4,11
2008,"51","CAMPINAPOLIS",1,1
2008,"51","CAMPO VERDE",1,1
2008,"51","CANARANA",1,1
2008,"51","CHAPADA DOS GUIMARAES",2,3
2008,"51","COLNIZA",3,3
2008,"51","COTRIGUACU",1,1
2008,"51","CUIABA",27,65
2008,"51","DENISE",1,1
2008,"51","JUARA",1,2
2008,"51","JUINA",3,6
2008,"51","JUSCIMEIRA",1,1
2008,"51","LUCAS DO RIO VERDE",3,6
2008,"51","MATUPA",1,2
2008,"51","MIRASSOL DOESTE",1,1
2008,"51","NOVA GUARITA",1,1
2008,"51","NOVA LACERDA",2,2
2008,"51","NOVA UBIRATA",1,3
2008,"51","NOVA XAVANTINA",1,2
2008,"51","NOVO MUNDO",1,1
2008,"51","PARANATINGA",2,4
2008,"51","PEIXOTO DE AZEVEDO",4,7
2008,"51","POCONE",1,2
2008,"51","PONTES E LACERDA",3,7
2008,"51","PORTO ESPERIDIAO",1,1
2008,"51","POXOREO",1,1
2008,"51","PRIMAVERA DO LESTE",4,6
2008,"51","QUERENCIA",2,3
2008,"51","RONDONOPOLIS",3,23
2008,"51","SAO JOSE DO RIO CLARO",1,3
2008,"51","SAO JOSE DO XINGU",2,2
2008,"51","SINOP",8,11
2008,"51","SORRISO",5,9
2008,"51","TANGARA DA SERRA",3,6
2008,"51","TAPURAH",1,3
2008,"51","UNIAO DO SUL",1,1
2008,"51","VARZEA GRANDE",3,22
2008,"52","AGUAS LINDAS DE GOIAS",10,30
2008,"52","ALEXANIA",2,8
2008,"52","ALVORADA DO NORTE",1,1
2008,"52","AMERICANO DO BRASIL",1,1
2008,"52","ANAPOLIS",7,28
2008,"52","APARECIDA DE GOIANIA",17,49
2008,"52","ARAGARCAS",2,3
2008,"52","ARUANA",1,1
2008,"52","BOM JARDIM DE GOIAS",1,1
2008,"52","BOM JESUS DE GOIAS",1,3
2008,"52","BRITANIA",1,1
2008,"52","CACU",1,1
2008,"52","CAMPOS BELOS",1,2
2008,"52","CATALAO",4,8
2008,"52","CAVALCANTE",1,1
2008,"52","CERES",2,2
2008,"52","CIDADE OCIDENTAL",4,6
2008,"52","COCALZINHO DE GOIAS",1,1
2008,"52","CORUMBA DE GOIAS",1,1
2008,"52","CORUMBAIBA",1,2
2008,"52","CRISTALINA",1,9
2008,"52","DAMIANOPOLIS",1,1
2008,"52","FLORES DE GOIAS",3,4
2008,"52","FORMOSA",7,19
2008,"52","FORMOSO",1,1
2008,"52","GOIANAPOLIS",1,2
2008,"52","GOIANESIA",5,8
2008,"52","GOIANIA",44,186
2008,"52","GOIAS",1,1
2008,"52","GOIATUBA",4,5
2008,"52","GUARANI DE GOIAS",1,2
2008,"52","HIDROLANDIA",2,4
2008,"52","IPORA",3,4
2008,"52","ITABERAI",1,2
2008,"52","ITAPURANGA",1,1
2008,"52","ITARUMA",1,3
2008,"52","JATAI",6,16
2008,"52","LUZIANIA",6,37
2008,"52","MARA ROSA",1,2
2008,"52","MAURILANDIA",2,3
2008,"52","MINACU",1,2
2008,"52","MINEIROS",2,7
2008,"52","MONTE ALEGRE DE GOIAS",1,1
2008,"52","MOZARLANDIA",2,3
2008,"52","NEROPOLIS",3,6
2008,"52","NIQUELANDIA",1,4
2008,"52","NOVO GAMA",3,9
2008,"52","PALMEIRAS DE GOIAS",1,1
2008,"52","PALMELO",1,1
2008,"52","PANAMA",1,1
2008,"52","PLANALTINA",5,10
2008,"52","PONTALINA",2,5
2008,"52","PORANGATU",3,4
2008,"52","POSSE",2,2
2008,"52","RIO VERDE",9,28
2008,"52","RUBIATABA",1,1
2008,"52","SANTA HELENA DE GOIAS",1,2
2008,"52","SANTA ROSA DE GOIAS",1,1
2008,"52","SANTO ANTONIO DO DESCOBERTO",2,7
2008,"52","SAO LUIS DE MONTES BELOS",2,2
2008,"52","SAO MIGUEL DO ARAGUAIA",1,3
2008,"52","SAO SIMAO",2,3
2008,"52","SENADOR CANEDO",2,10
2008,"52","SERRANOPOLIS",1,1
2008,"52","UIRAPURU",1,1
2008,"52","URUACU",1,1
2008,"52","URUANA",2,2
2008,"52","VALPARAISO DE GOIAS",5,24
2008,"53","BRASILIA",45,262
2012,"11","ALTA FLORESTA DOESTE",1,1
2012,"11","ALTO PARAISO",2,3
2012,"11","ALVORADA DOESTE",1,2
2012,"11","ARIQUEMES",6,17
2012,"11","BURITIS",1,7
2012,"11","CABIXI",1,1
2012,"11","CACOAL",3,9
2012,"11","CANDEIAS DO JAMARI",1,4
2012,"11","COSTA MARQUES",1,1
2012,"11","GUAJARAMIRIM",1,3
2012,"11","ITAPUA DO OESTE",1,1
2012,"11","JIPARANA",7,12
2012,"11","MACHADINHO DOESTE",4,5
2012,"11","MINISTRO ANDREAZZA",1,1
2012,"11","MONTE NEGRO",2,2
2012,"11","NOVA BRASILANDIA DOESTE",2,2
2012,"11","PIMENTA BUENO",3,5
2012,"11","PORTO VELHO",17,64
2012,"11","PRESIDENTE MEDICI",1,1
2012,"11","RIO CRESPO",1,1
2012,"11","ROLIM DE MOURA",3,4
2012,"11","SAO MIGUEL DO GUAPORE",1,2
2012,"11","TEIXEIROPOLIS",1,1
2012,"11","VILHENA",3,11
2012,"12","ACRELANDIA",1,1
2012,"12","CAPIXABA",1,1
2012,"12","CRUZEIRO DO SUL",1,9
2012,"12","JORDAO",1,1
2012,"12","MARECHAL THAUMATURGO",1,2
2012,"12","PLACIDO DE CASTRO",1,1
2012,"12","RIO BRANCO",19,41
2012,"12","SENA MADUREIRA",2,3
2012,"12","SENADOR GUIOMARD",3,5
2012,"12","TARAUACA",1,2
2012,"13","APUI",2,4
2012,"13","AUTAZES",1,3
2012,"13","BENJAMIN CONSTANT",1,1
2012,"13","BOCA DO ACRE",1,3
2012,"13","CARAUARI",1,1
2012,"13","COARI",3,7
2012,"13","EIRUNEPE",2,4
2012,"13","HUMAITA",1,1
2012,"13","IRANDUBA",2,2
2012,"13","ITACOATIARA",3,6
2012,"13","JUTAI",1,1
2012,"13","MANACAPURU",4,8
2012,"13","MANAUS",40,215
2012,"13","MANICORE",2,3
2012,"13","NHAMUNDA",1,1
2012,"13","NOVA OLINDA DO NORTE",1,1
2012,"13","NOVO AIRAO",1,3
2012,"13","TABATINGA",4,8
2012,"14","ALTO ALEGRE",3,5
2012,"14","BOA VISTA",10,28
2012,"14","CANTA",1,2
2012,"14","MUCAJAI",1,2
2012,"14","RORAINOPOLIS",1,4
2012,"14","UIRAMUTA",1,1
2012,"15","ABAETETUBA",3,14
2012,"15","ALENQUER",1,1
2012,"15","ALTAMIRA",6,21
2012,"15","ANANINDEUA",18,146
2012,"15","ANAPU",1,1
2012,"15","AUGUSTO CORREA",1,2
2012,"15","BAIAO",1,1
2012,"15","BANNACH",2,2
2012,"15","BARCARENA",2,12
2012,"15","BELEM",33,165
2012,"15","BENEVIDES",2,7
2012,"15","BRAGANCA",2,7
2012,"15","BRASIL NOVO",1,1
2012,"15","BREJO GRANDE DO ARAGUAIA",1,2
2012,"15","BREU BRANCO",1,2
2012,"15","BREVES",1,2
2012,"15","BUJARU",1,4
2012,"15","CAMETA",3,10
2012,"15","CANAA DOS CARAJAS",1,3
2012,"15","CAPITAO POCO",1,5
2012,"15","CASTANHAL",3,24
2012,"15","CURIONOPOLIS",2,4
2012,"15","DOM ELISEU",2,5
2012,"15","ELDORADO DOS CARAJAS",1,5
2012,"15","GOIANESIA DO PARA",1,6
2012,"15","IGARAPEACU",2,3
2012,"15","IGARAPEMIRI",4,8
2012,"15","IRITUIA",1,2
2012,"15","ITAITUBA",7,22
2012,"15","ITUPIRANGA",1,6
2012,"15","JACUNDA",1,5
2012,"15","MARABA",2,35
2012,"15","MARAPANIM",1,1
2012,"15","MARITUBA",1,20
2012,"15","MEDICILANDIA",1,2
2012,"15","MOJU",1,7
2012,"15","NOVA ESPERANCA DO PIRIA",3,3
2012,"15","NOVO PROGRESSO",1,4
2012,"15","NOVO REPARTIMENTO",2,4
2012,"15","OBIDOS",1,2
2012,"15","ORIXIMINA",1,3
2012,"15","OURILANDIA DO NORTE",5,8
2012,"15","PACAJA",1,6
2012,"15","PARAGOMINAS",2,21
2012,"15","PARAUAPEBAS",6,24
2012,"15","PAU DARCO",1,2
2012,"15","PICARRA",2,2
2012,"15","PORTEL",2,4
2012,"15","PRAINHA",1,2
2012,"15","REDENCAO",5,15
2012,"15","RONDON DO PARA",2,8
2012,"15","RUROPOLIS",2,4
2012,"15","SALINOPOLIS",3,4
2012,"15","SANTA BARBARA DO PARA",1,3
2012,"15","SANTA IZABEL DO PARA",2,7
2012,"15","SANTA LUZIA DO PARA",1,2
2012,"15","SANTANA DO ARAGUAIA",4,7
2012,"15","SANTAREM",3,6
2012,"15","SANTO ANTONIO DO TAUA",2,5
2012,"15","SAO DOMINGOS DO ARAGUAIA",1,1
2012,"15","SAO DOMINGOS DO CAPIM",2,3
2012,"15","SAO FELIX DO XINGU",2,5
2012,"15","SAO GERALDO DO ARAGUAIA",1,3
2012,"15","SAO JOAO DE PIRABAS",2,3
2012,"15","SAO SEBASTIAO DA BOA VISTA",1,1
2012,"15","TAILANDIA",6,13
2012,"15","TOMEACU",4,9
2012,"15","TUCUMA",2,5
2012,"15","URUARA",6,6
2012,"15","VIGIA",2,9
2012,"15","XINGUARA",3,3
2012,"16","LARANJAL DO JARI",2,3
2012,"16","MACAPA",8,37
2012,"16","MAZAGAO",1,1
2012,"16","PORTO GRANDE",1,5
2012,"16","SANTANA",2,4
2012,"16","SERRA DO NAVIO",1,2
2012,"16","TARTARUGALZINHO",1,1
2012,"17","ARAGUACU",2,2
2012,"17","ARAGUAINA",7,26
2012,"17","ARRAIAS",1,1
2012,"17","BANDEIRANTES DO TOCANTINS",1,1
2012,"17","CAMPOS LINDOS",1,1
2012,"17","CRISTALANDIA",1,1
2012,"17","DIANOPOLIS",2,2
2012,"17","ESPERANTINA",1,1
2012,"17","GUARAI",1,2
2012,"17","GURUPI",2,12
2012,"17","LAGOA DA CONFUSAO",1,3
2012,"17","NATIVIDADE",1,2
2012,"17","NOVA OLINDA",1,3
2012,"17","PALMAS",10,35
2012,"17","PRAIA NORTE",2,2
2012,"17","SANTA TEREZA DO TOCANTINS",1,1
2012,"17","SAO BENTO DO TOCANTINS",1,1
2012,"17","SAO MIGUEL DO TOCANTINS",1,3
2012,"17","SAO VALERIO",1,1
2012,"17","SILVANOPOLIS",1,1
2012,"17","TOCANTINOPOLIS",2,3
2012,"17","XAMBIOA",1,1
2012,"21","ACAILANDIA",1,8
2012,"21","ALDEIAS ALTAS",1,2
2012,"21","ALTO ALEGRE DO MARANHAO",1,1
2012,"21","ARAIOSES",1,2
2012,"21","ARARI",2,3
2012,"21","BACABAL",2,7
2012,"21","BALSAS",2,9
2012,"21","BARAO DE GRAJAU",1,1
2012,"21","BARRA DO CORDA",2,3
2012,"21","BELA VISTA DO MARANHAO",1,1
2012,"21","BURITI BRAVO",1,4
2012,"21","BURITICUPU",1,6
2012,"21","CACHOEIRA GRANDE",1,1
2012,"21","CAMPESTRE DO MARANHAO",1,2
2012,"21","CANTANHEDE",1,1
2012,"21","CAROLINA",1,2
2012,"21","CAXIAS",4,12
2012,"21","CHAPADINHA",2,2
2012,"21","CODO",1,5
2012,"21","FORTALEZA DOS NOGUEIRAS",1,1
2012,"21","FORTUNA",1,2
2012,"21","GOVERNADOR EDISON LOBAO",1,2
2012,"21","GOVERNADOR NEWTON BELLO",1,1
2012,"21","GRAJAU",1,5
2012,"21","IGARAPE GRANDE",1,1
2012,"21","IMPERATRIZ",8,51
2012,"21","ITAPECURU MIRIM",2,3
2012,"21","ITINGA DO MARANHAO",1,6
2012,"21","JOAO LISBOA",1,1
2012,"21","LAGO DA PEDRA",2,3
2012,"21","LAGO VERDE",1,2
2012,"21","LUIS DOMINGUES",1,1
2012,"21","MATOES DO NORTE",1,1
2012,"21","MIRANDA DO NORTE",1,4
2012,"21","MONCAO",1,2
2012,"21","NINA RODRIGUES",1,1
2012,"21","PARNARAMA",1,1
2012,"21","PEDREIRAS",1,5
2012,"21","PENALVA",1,1
2012,"21","PERITORO",1,2
2012,"21","PINDAREMIRIM",1,2
2012,"21","PINHEIRO",3,8
2012,"21","PIO XII",1,3
2012,"21","PORTO FRANCO",2,3
2012,"21","PRESIDENTE DUTRA",1,8
2012,"21","RAPOSA",1,2
2012,"21","ROSARIO",1,3
2012,"21","SANTA HELENA",1,4
2012,"21","SANTA INES",3,9
2012,"21","SANTA LUZIA",1,4
2012,"21","SANTA QUITERIA DO MARANHAO",1,3
2012,"21","SANTA RITA",1,1
2012,"21","SAO JOSE DE RIBAMAR",3,13
2012,"21","SAO LUIS",15,133
2012,"21","SAO MATEUS DO MARANHAO",3,4
2012,"21","SAO PEDRO DOS CRENTES",2,2
2012,"21","SAO VICENTE FERRER",2,2
2012,"21","SITIO NOVO",1,1
2012,"21","SUCUPIRA DO NORTE",1,1
2012,"21","TIMON",5,17
2012,"21","TUNTUM",3,5
2012,"21","TURIACU",1,2
2012,"21","VIANA",1,3
2012,"21","VITORINO FREIRE",1,1
2012,"21","ZE DOCA",3,4
2012,"22","AGUA BRANCA",3,4
2012,"22","ALEGRETE DO PIAUI",1,1
2012,"22","ANGICAL DO PIAUI",1,1
2012,"22","AROEIRAS DO ITAIM",1,1
2012,"22","ARRAIAL",1,1
2012,"22","ASSUNCAO DO PIAUI",1,1
2012,"22","BETANIA DO PIAUI",2,2
2012,"22","BOM JESUS",1,1
2012,"22","CAMPO MAIOR",1,2
2012,"22","CANTO DO BURITI",1,1
2012,"22","CAPITAO DE CAMPOS",1,1
2012,"22","CARACOL",1,1
2012,"22","CORRENTE",1,4
2012,"22","CRISTALANDIA DO PIAUI",1,1
2012,"22","FLORIANO",1,6
2012,"22","GILBUES",1,2
2012,"22","GUARIBAS",1,1
2012,"22","JOSE DE FREITAS",2,2
2012,"22","LAGOA DO SITIO",1,1
2012,"22","LUIS CORREIA",1,1
2012,"22","MADEIRO",3,3
2012,"22","MONSENHOR GIL",1,2
2012,"22","MORRO CABECA NO TEMPO",1,1
2012,"22","OEIRAS",2,2
2012,"22","PAQUETA",1,1
2012,"22","PARNAIBA",2,7
2012,"22","PICOS",2,5
2012,"22","PIRACURUCA",1,1
2012,"22","PIRIPIRI",1,3
2012,"22","REDENCAO DO GURGUEIA",2,2
2012,"22","REGENERACAO",1,1
2012,"22","RIBEIRO GONCALVES",1,1
2012,"22","SANTA LUZ",1,1
2012,"22","SAO JOAO DO ARRAIAL",1,1
2012,"22","SAO JOAO DO PIAUI",1,1
2012,"22","SAO JULIAO",1,1
2012,"22","SAO MIGUEL DO TAPUIO",1,1
2012,"22","TERESINA",14,79
2012,"22","VALENCA DO PIAUI",1,1
2012,"22","VERA MENDES",1,1
2012,"22","WALL FERRAZ",1,1
2012,"23","ACARAU",2,3
2012,"23","ALCANTARAS",1,1
2012,"23","ANTONINA DO NORTE",1,1
2012,"23","ARACOIABA",1,3
2012,"23","ARARIPE",2,3
2012,"23","AURORA",1,2
2012,"23","BARBALHA",1,4
2012,"23","BARRO",1,1
2012,"23","BEBERIBE",1,2
2012,"23","BOA VIAGEM",2,3
2012,"23","BREJO SANTO",1,2
2012,"23","CANINDE",2,7
2012,"23","CARIRE",1,2
2012,"23","CARNAUBAL",1,1
2012,"23","CASCAVEL",2,6
2012,"23","CAUCAIA",7,41
2012,"23","CRATEUS",1,5
2012,"23","EUSEBIO",3,16
2012,"23","FARIAS BRITO",1,1
2012,"23","FORTALEZA",30,371
2012,"23","IBICUITINGA",1,3
2012,"23","IGUATU",8,18
2012,"23","IPU",1,2
2012,"23","IPUEIRAS",1,2
2012,"23","IRACEMA",1,1
2012,"23","IRAUCUBA",1,2
2012,"23","ITAPIPOCA",1,4
2012,"23","JAGUARETAMA",1,4
2012,"23","JAGUARIBARA",2,3
2012,"23","JAGUARUANA",1,4
2012,"23","JIJOCA DE JERICOACOARA",1,3
2012,"23","JUAZEIRO DO NORTE",11,36
2012,"23","LIMOEIRO DO NORTE",2,8
2012,"23","MARACANAU",3,23
2012,"23","MARANGUAPE",1,7
2012,"23","MASSAPE",1,1
2012,"23","MILAGRES",2,2
2012,"23","MORADA NOVA",2,7
2012,"23","MULUNGU",1,1
2012,"23","NOVA RUSSAS",1,2
2012,"23","NOVO ORIENTE",1,4
2012,"23","OCARA",1,1
2012,"23","OROS",1,1
2012,"23","PACAJUS",1,7
2012,"23","PEDRA BRANCA",1,4
2012,"23","PENTECOSTE",1,2
2012,"23","PEREIRO",1,1
2012,"23","QUITERIANOPOLIS",2,2
2012,"23","QUIXADA",3,12
2012,"23","RUSSAS",2,14
2012,"23","SANTA QUITERIA",1,1
2012,"23","SANTANA DO CARIRI",1,4
2012,"23","SENADOR POMPEU",2,6
2012,"23","SOBRAL",4,23
2012,"23","SOLONOPOLE",1,2
2012,"23","TAMBORIL",1,1
2012,"23","TAUA",2,8
2012,"23","UBAJARA",2,2
2012,"23","VARZEA ALEGRE",1,1
2012,"24","ACU",1,3
2012,"24","AFONSO BEZERRA",1,1
2012,"24","ARES",1,3
2012,"24","BARAUNA",4,8
2012,"24","BARCELONA",1,2
2012,"24","CAICO",3,5
2012,"24","CARAUBAS",2,5
2012,"24","CEARAMIRIM",3,8
2012,"24","JACANA",1,2
2012,"24","JARDIM DE PIRANHAS",1,1
2012,"24","JOAO CAMARA",1,3
2012,"24","JUCURUTU",1,1
2012,"24","LAGOA DANTA",1,1
2012,"24","MACAIBA",5,15
2012,"24","MAXARANGUAPE",1,1
2012,"24","MONTE ALEGRE",2,3
2012,"24","MOSSORO",6,26
